Commodity,Year,Attribute,Value,Notes
"Caloric sweeteners, availability (short tons)",2005,"Caloric sweeteners-Edible syrups-1,000 short tons, dry weight",93.86605743,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, availability (short tons)",2006,"Caloric sweeteners-Edible syrups-1,000 short tons, dry weight",98.33089997,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, availability (short tons)",2007,"Caloric sweeteners-Edible syrups-1,000 short tons, dry weight",93.65398192,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, availability (short tons)",2008,"Caloric sweeteners-Edible syrups-1,000 short tons, dry weight",93.18367006,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, availability (short tons)",2009,"Caloric sweeteners-Edible syrups-1,000 short tons, dry weight",90.34860278,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, availability (short tons)",2010,"Caloric sweeteners-Edible syrups-1,000 short tons, dry weight",110.2328827,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, availability (short tons)",2011,"Caloric sweeteners-Edible syrups-1,000 short tons, dry weight",102.1353211,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, availability (short tons)",2012,"Caloric sweeteners-Edible syrups-1,000 short tons, dry weight",103.7954917,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, availability (short tons)",2013,"Caloric sweeteners-Edible syrups-1,000 short tons, dry weight",110.7441815,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, availability (short tons)",2014,"Caloric sweeteners-Edible syrups-1,000 short tons, dry weight",127.3246697,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, availability (short tons)",2015,"Caloric sweeteners-Edible syrups-1,000 short tons, dry weight",136.7352308,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, availability (short tons)",2016,"Caloric sweeteners-Edible syrups-1,000 short tons, dry weight",105.3804544,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, availability (short tons)",2017,"Caloric sweeteners-Edible syrups-1,000 short tons, dry weight",109.4684861,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, availability (short tons)",2018,"Caloric sweeteners-Edible syrups-1,000 short tons, dry weight",115.5177945,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, availability (short tons)",2019,"Caloric sweeteners-Edible syrups-1,000 short tons, dry weight",125.4253105,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, availability (short tons)",1966,"Caloric sweeteners-Honey-1,000 short tons, dry weight",98,
"Caloric sweeteners, availability (short tons)",1967,"Caloric sweeteners-Honey-1,000 short tons, dry weight",89,
"Caloric sweeteners, availability (short tons)",1968,"Caloric sweeteners-Honey-1,000 short tons, dry weight",90,
"Caloric sweeteners, availability (short tons)",1969,"Caloric sweeteners-Honey-1,000 short tons, dry weight",101,
"Caloric sweeteners, availability (short tons)",1970,"Caloric sweeteners-Honey-1,000 short tons, dry weight",103,
"Caloric sweeteners, availability (short tons)",1971,"Caloric sweeteners-Honey-1,000 short tons, dry weight",93,
"Caloric sweeteners, availability (short tons)",1972,"Caloric sweeteners-Honey-1,000 short tons, dry weight",105,
"Caloric sweeteners, availability (short tons)",1973,"Caloric sweeteners-Honey-1,000 short tons, dry weight",95,
"Caloric sweeteners, availability (short tons)",1974,"Caloric sweeteners-Honey-1,000 short tons, dry weight",75,
"Caloric sweeteners, availability (short tons)",1975,"Caloric sweeteners-Honey-1,000 short tons, dry weight",108,
"Caloric sweeteners, availability (short tons)",1976,"Caloric sweeteners-Honey-1,000 short tons, dry weight",100,
"Caloric sweeteners, availability (short tons)",1977,"Caloric sweeteners-Honey-1,000 short tons, dry weight",100,
"Caloric sweeteners, availability (short tons)",1978,"Caloric sweeteners-Honey-1,000 short tons, dry weight",120,
"Caloric sweeteners, availability (short tons)",1979,"Caloric sweeteners-Honey-1,000 short tons, dry weight",117,
"Caloric sweeteners, availability (short tons)",1980,"Caloric sweeteners-Honey-1,000 short tons, dry weight",93.873,
"Caloric sweeteners, availability (short tons)",1981,"Caloric sweeteners-Honey-1,000 short tons, dry weight",96.28,
"Caloric sweeteners, availability (short tons)",1982,"Caloric sweeteners-Honey-1,000 short tons, dry weight",104.082,
"Caloric sweeteners, availability (short tons)",1983,"Caloric sweeteners-Honey-1,000 short tons, dry weight",115.7435,
"Caloric sweeteners, availability (short tons)",1984,"Caloric sweeteners-Honey-1,000 short tons, dry weight",108.0245,
"Caloric sweeteners, availability (short tons)",1985,"Caloric sweeteners-Honey-1,000 short tons, dry weight",104.4555,
"Caloric sweeteners, availability (short tons)",1986,"Caloric sweeteners-Honey-1,000 short tons, dry weight",120.931,
"Caloric sweeteners, availability (short tons)",1987,"Caloric sweeteners-Honey-1,000 short tons, dry weight",103.86246,
"Caloric sweeteners, availability (short tons)",1988,"Caloric sweeteners-Honey-1,000 short tons, dry weight",100.38795,
"Caloric sweeteners, availability (short tons)",1989,"Caloric sweeteners-Honey-1,000 short tons, dry weight",82.20552049,
"Caloric sweeteners, availability (short tons)",1990,"Caloric sweeteners-Honey-1,000 short tons, dry weight",86.2082897,
"Caloric sweeteners, availability (short tons)",1991,"Caloric sweeteners-Honey-1,000 short tons, dry weight",92.34501247,
"Caloric sweeteners, availability (short tons)",1992,"Caloric sweeteners-Honey-1,000 short tons, dry weight",94.83301939,
"Caloric sweeteners, availability (short tons)",1993,"Caloric sweeteners-Honey-1,000 short tons, dry weight",102.7422487,
"Caloric sweeteners, availability (short tons)",1994,"Caloric sweeteners-Honey-1,000 short tons, dry weight",125.6738944,
"Caloric sweeteners, availability (short tons)",1995,"Caloric sweeteners-Honey-1,000 short tons, dry weight",120.0802881,
"Caloric sweeteners, availability (short tons)",1996,"Caloric sweeteners-Honey-1,000 short tons, dry weight",130.7815395,
"Caloric sweeteners, availability (short tons)",1997,"Caloric sweeteners-Honey-1,000 short tons, dry weight",129.3153938,
"Caloric sweeteners, availability (short tons)",1998,"Caloric sweeteners-Honey-1,000 short tons, dry weight",129.5273014,
"Caloric sweeteners, availability (short tons)",1999,"Caloric sweeteners-Honey-1,000 short tons, dry weight",147.4714153,
"Caloric sweeteners, availability (short tons)",2000,"Caloric sweeteners-Honey-1,000 short tons, dry weight",156.9342134,
"Caloric sweeteners, availability (short tons)",2001,"Caloric sweeteners-Honey-1,000 short tons, dry weight",134.0475894,
"Caloric sweeteners, availability (short tons)",2002,"Caloric sweeteners-Honey-1,000 short tons, dry weight",153.1198741,
"Caloric sweeteners, availability (short tons)",2003,"Caloric sweeteners-Honey-1,000 short tons, dry weight",145.7887722,
"Caloric sweeteners, availability (short tons)",2004,"Caloric sweeteners-Honey-1,000 short tons, dry weight",130.1990729,
"Caloric sweeteners, availability (short tons)",2005,"Caloric sweeteners-Honey-1,000 short tons, dry weight",155.5699671,
"Caloric sweeteners, availability (short tons)",2006,"Caloric sweeteners-Honey-1,000 short tons, dry weight",174.4450047,
"Caloric sweeteners, availability (short tons)",2007,"Caloric sweeteners-Honey-1,000 short tons, dry weight",140.8201889,
"Caloric sweeteners, availability (short tons)",2008,"Caloric sweeteners-Honey-1,000 short tons, dry weight",150.7873609,
"Caloric sweeteners, availability (short tons)",2009,"Caloric sweeteners-Honey-1,000 short tons, dry weight",140.7413978,
"Caloric sweeteners, availability (short tons)",2010,"Caloric sweeteners-Honey-1,000 short tons, dry weight",160.1276874,
"Caloric sweeteners, availability (short tons)",2011,"Caloric sweeteners-Honey-1,000 short tons, dry weight",168.8732989,
"Caloric sweeteners, availability (short tons)",2012,"Caloric sweeteners-Honey-1,000 short tons, dry weight",173.8721071,
"Caloric sweeteners, availability (short tons)",2013,"Caloric sweeteners-Honey-1,000 short tons, dry weight",182.8116025,
"Caloric sweeteners, availability (short tons)",2014,"Caloric sweeteners-Honey-1,000 short tons, dry weight",206.6113737,
"Caloric sweeteners, availability (short tons)",2015,"Caloric sweeteners-Honey-1,000 short tons, dry weight",206.9398774,
"Caloric sweeteners, availability (short tons)",2016,"Caloric sweeteners-Honey-1,000 short tons, dry weight",202.2708699,
"Caloric sweeteners, availability (short tons)",2017,"Caloric sweeteners-Honey-1,000 short tons, dry weight",232.4360288,
"Caloric sweeteners, availability (short tons)",2018,"Caloric sweeteners-Honey-1,000 short tons, dry weight",225.8394005,
"Caloric sweeteners, availability (short tons)",2019,"Caloric sweeteners-Honey-1,000 short tons, dry weight",214.4511895,
"Caloric sweeteners, availability (short tons)",1966,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",11099.03606,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1967,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",11342.45495,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1968,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",11607.97405,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1969,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",11948.50382,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1970,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",12215.93625,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1971,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",12478.31511,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1972,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",12755.5108,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1973,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",12921.70232,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1974,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",12609.19898,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1975,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",12293.60413,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1976,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",13072.32122,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1977,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",13519.48683,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1978,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",13501.13228,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1979,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",13791.1026,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1980,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",13689.8902,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1981,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",13773.32294,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1982,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",13665.34938,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1983,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",13975.45427,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1984,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",14390.90276,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1985,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",15043.11981,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1986,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",14957.1662,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1987,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",15643.40275,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1988,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",15954.43001,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1989,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",15880.53707,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1990,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",16548.2567,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1991,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",16818.28991,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1992,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",17419.26806,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1993,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",18044.2252,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1994,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",18622.63774,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1995,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",19190.41769,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1996,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",19490.12458,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1997,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",20215.41816,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1998,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",20597.56879,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",1999,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",21155.04855,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2000,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",21020.08532,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2001,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",21016.14727,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2002,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",21090.17484,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2003,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",20556.7566,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2004,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",20771.06591,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2005,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",21021.57677,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2006,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",20718.01526,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2007,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",20411.56909,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2008,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",20630.72719,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2009,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",20009.2867,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2010,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",20371.70289,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2011,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",20182.65565,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2012,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",20321.04253,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2013,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",20278.96999,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2014,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",20519.38696,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2015,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",20723.87668,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2016,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",20719.22544,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2017,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",20792.62281,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2018,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",20354.55416,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
"Caloric sweeteners, availability (short tons)",2019,"Caloric sweeteners-Total caloric sweeteners-1,000 short tons, dry weight",20236.05928,"Refined sugar is used for calculating ""Total Caloric Sweeteners""."
Total cane and beet sugar: Supply and use,1960,"U.S. population, July 1-Millions",180.671,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1961,"U.S. population, July 1-Millions",183.691,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1962,"U.S. population, July 1-Millions",186.538,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1963,"U.S. population, July 1-Millions",189.242,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1964,"U.S. population, July 1-Millions",191.889,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1965,"U.S. population, July 1-Millions",194.303,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1966,"U.S. population, July 1-Millions",196.56,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1967,"U.S. population, July 1-Millions",198.712,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1968,"U.S. population, July 1-Millions",200.706,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1969,"U.S. population, July 1-Millions",202.677,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1970,"U.S. population, July 1-Millions",205.052,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1971,"U.S. population, July 1-Millions",207.661,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1972,"U.S. population, July 1-Millions",209.896,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1973,"U.S. population, July 1-Millions",211.909,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1974,"U.S. population, July 1-Millions",213.854,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1975,"U.S. population, July 1-Millions",215.973,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1976,"U.S. population, July 1-Millions",218.035,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1977,"U.S. population, July 1-Millions",220.239,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1978,"U.S. population, July 1-Millions",222.585,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1979,"U.S. population, July 1-Millions",225.055,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1980,"U.S. population, July 1-Millions",227.726,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1981,"U.S. population, July 1-Millions",229.966,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1982,"U.S. population, July 1-Millions",232.188,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1983,"U.S. population, July 1-Millions",234.307,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1984,"U.S. population, July 1-Millions",236.348,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1985,"U.S. population, July 1-Millions",238.466,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1986,"U.S. population, July 1-Millions",240.651,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1987,"U.S. population, July 1-Millions",242.804,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1988,"U.S. population, July 1-Millions",245.021,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1989,"U.S. population, July 1-Millions",247.342,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1990,"U.S. population, July 1-Millions",250.132,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1991,"U.S. population, July 1-Millions",253.493,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1992,"U.S. population, July 1-Millions",256.894,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1993,"U.S. population, July 1-Millions",260.255,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1994,"U.S. population, July 1-Millions",263.436,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1995,"U.S. population, July 1-Millions",266.557,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1996,"U.S. population, July 1-Millions",269.667,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1997,"U.S. population, July 1-Millions",272.912,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1998,"U.S. population, July 1-Millions",276.115,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1999,"U.S. population, July 1-Millions",279.295,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2000,"U.S. population, July 1-Millions",282.385,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2001,"U.S. population, July 1-Millions",285.309019,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2002,"U.S. population, July 1-Millions",288.104818,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2003,"U.S. population, July 1-Millions",290.819634,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2004,"U.S. population, July 1-Millions",293.463185,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2005,"U.S. population, July 1-Millions",296.186216,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2006,"U.S. population, July 1-Millions",298.995825,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2007,"U.S. population, July 1-Millions",302.003917,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2008,"U.S. population, July 1-Millions",304.797761,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2009,"U.S. population, July 1-Millions",307.439406,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2010,"U.S. population, July 1-Millions",309.741279,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2011,"U.S. population, July 1-Millions",311.973914,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2012,"U.S. population, July 1-Millions",314.167558,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2013,"U.S. population, July 1-Millions",316.294766,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2014,"U.S. population, July 1-Millions",318.576955,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2015,"U.S. population, July 1-Millions",320.870703,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2016,"U.S. population, July 1-Millions",323.161011,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2017,"U.S. population, July 1-Millions",325.20603,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2018,"U.S. population, July 1-Millions",326.923976,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,2019,"U.S. population, July 1-Millions",328.475998,Resident population plus the Armed Forces overseas.
Total cane and beet sugar: Supply and use,1960,"Supply-Production-1,000 short tons",4009,
Total cane and beet sugar: Supply and use,1961,"Supply-Production-1,000 short tons",4268,
Total cane and beet sugar: Supply and use,1962,"Supply-Production-1,000 short tons",4399,
Total cane and beet sugar: Supply and use,1963,"Supply-Production-1,000 short tons",4871,
Total cane and beet sugar: Supply and use,1964,"Supply-Production-1,000 short tons",5587,
Total cane and beet sugar: Supply and use,1965,"Supply-Production-1,000 short tons",5370,
Total cane and beet sugar: Supply and use,1966,"Supply-Production-1,000 short tons",5279,
Total cane and beet sugar: Supply and use,1967,"Supply-Production-1,000 short tons",5297,
Total cane and beet sugar: Supply and use,1968,"Supply-Production-1,000 short tons",5627,
Total cane and beet sugar: Supply and use,1969,"Supply-Production-1,000 short tons",5482,
Total cane and beet sugar: Supply and use,1970,"Supply-Production-1,000 short tons",5874,
Total cane and beet sugar: Supply and use,1971,"Supply-Production-1,000 short tons",5815,
Total cane and beet sugar: Supply and use,1972,"Supply-Production-1,000 short tons",6015,
Total cane and beet sugar: Supply and use,1973,"Supply-Production-1,000 short tons",6061,
Total cane and beet sugar: Supply and use,1974,"Supply-Production-1,000 short tons",5662,
Total cane and beet sugar: Supply and use,1975,"Supply-Production-1,000 short tons",6300,
Total cane and beet sugar: Supply and use,1976,"Supply-Production-1,000 short tons",6798,
Total cane and beet sugar: Supply and use,1977,"Supply-Production-1,000 short tons",6089,
Total cane and beet sugar: Supply and use,1978,"Supply-Production-1,000 short tons",5602,
Total cane and beet sugar: Supply and use,1979,"Supply-Production-1,000 short tons",5793,
Total cane and beet sugar: Supply and use,1980,"Supply-Production-1,000 short tons",5736,
Total cane and beet sugar: Supply and use,1981,"Supply-Production-1,000 short tons",6224,
Total cane and beet sugar: Supply and use,1982,"Supply-Production-1,000 short tons",5934,
Total cane and beet sugar: Supply and use,1983,"Supply-Production-1,000 short tons",5680,
